topic_id	initial_request	clarification_need	question_id	question	rank_label
46	give me information about alexian brothers hospitals .	2	Q02845	what location of alexian brothers hospital do you want to know about	0
46	give me information about alexian brothers hospitals .	2	Q02999	which alexian brothers hospital are you interested in	0
46	give me information about alexian brothers hospitals .	2	Q03029	which hospital facility are you look for	0
46	give me information about alexian brothers hospitals .	2	Q00917	are you looking for job openings at alexian brothers hospital	0
46	give me information about alexian brothers hospitals .	2	Q00960	are you looking for our schedule of classes or events	0
46	give me information about alexian brothers hospitals .	2	Q01047	are you looking for the alexian brothers lay catholic order	1
46	give me information about alexian brothers hospitals .	2	Q01595	do you need an address	0
46	give me information about alexian brothers hospitals .	2	Q01699	do you need their homepage	0
46	give me information about alexian brothers hospitals .	2	Q01873	do you want the contact info for alexian brothers hospital	0
46	give me information about alexian brothers hospitals .	2	Q02399	do you want to make an appointment	0
46	give me information about alexian brothers hospitals .	2	Q02405	do you want to pay a bill	0
46	give me information about alexian brothers hospitals .	2	Q00001	<None>	0
48	tell me about wilson antenna	2	Q01130	are you looking for wilson antenna parts	0
48	tell me about wilson antenna	2	Q02983	where are you looking to mount the antenna	0
48	tell me about wilson antenna	2	Q03084	which type of antenna are you interested in	0
48	tell me about wilson antenna	2	Q03437	would you like to know about where to purchase a wilson antenna	0
48	tell me about wilson antenna	2	Q03792	would you like to read some reviews of wilson antennas	0
48	tell me about wilson antenna	2	Q00696	are you looking for a specific web page	0
48	tell me about wilson antenna	2	Q01142	are you looking to buy an antenna or read more about the antenna	0
48	tell me about wilson antenna	2	Q01531	do you have a specific purpose for the antenna	0
48	tell me about wilson antenna	2	Q01547	do you have questions about the wilson antenna warrenty	0
48	tell me about wilson antenna	2	Q01713	do you need to get a part of a wilson antenna	0
48	tell me about wilson antenna	2	Q02766	what do you want to use the antenna for	0
48	tell me about wilson antenna	2	Q02837	what kind of wilson antenna are you interested in	1
48	tell me about wilson antenna	2	Q02850	what model of wilson antenna are you inquiring about	0
48	tell me about wilson antenna	2	Q00001	<None>	0
49	i am looking for flame designs	3	Q00197	are you interested in finding a local tattoo shop that does flame design	0
49	i am looking for flame designs	3	Q02716	what are you using the design for	0
49	i am looking for flame designs	3	Q02753	what colors do you want to use	0
49	i am looking for flame designs	3	Q02828	what kind of pictures are you looking for	0
49	i am looking for flame designs	3	Q03315	would you like to buy stencils online	0
49	i am looking for flame designs	3	Q03937	would you want to buy flame design stickers	0
49	i am looking for flame designs	3	Q00833	are you looking for flame design outline	0
49	i am looking for flame designs	3	Q00834	are you looking for flame design tracers	0
49	i am looking for flame designs	3	Q00835	are you looking for flame designs for a tattoo	0
49	i am looking for flame designs	3	Q01795	do you want black and white or colored designs	0
49	i am looking for flame designs	3	Q01853	do you want realistic or cartoonish designs	0
49	i am looking for flame designs	3	Q02505	how big do you want the flames to be	0
49	i am looking for flame designs	3	Q02664	should there be anything else besides the flames	0
49	i am looking for flame designs	3	Q02667	the history of flame design	0
49	i am looking for flame designs	3	Q00001	<None>	1
5	find information about mitchell college .	4	Q00123	are you interested in a specific web page	1
5	find information about mitchell college .	4	Q02888	what state is mitchell college in	0
5	find information about mitchell college .	4	Q03203	would you like directions to mitchell college	0
5	find information about mitchell college .	4	Q03516	would you like to know mitchell colleges acceptance rate	0
5	find information about mitchell college .	4	Q03416	would you like to know about the admission procedure of mitchel college	0
5	find information about mitchell college .	4	Q00486	are you interested in the ranking of mitchell college	0
5	find information about mitchell college .	4	Q00944	are you looking for mitchell colleges course catelog	0
5	find information about mitchell college .	4	Q00945	are you looking for mitchell colleges tuition rates	0
5	find information about mitchell college .	4	Q00896	are you looking for information on mitchell college in connecticut	0
5	find information about mitchell college .	4	Q00962	are you looking for pages that compare mitchell college with others	0
5	find information about mitchell college .	4	Q01255	are you referring to the college in new london conneticut	0
5	find information about mitchell college .	4	Q02316	do you want to know when the next semester starts at mitchell college	0
5	find information about mitchell college .	4	Q02662	should i request an application to mitchell college	0
5	find information about mitchell college .	4	Q00001	<None>	0
50	info on dog heat ?	2	Q00345	are you interested in pet health supplies	0
50	info on dog heat ?	2	Q03500	would you like to know if spaying would stop the heat of a female dog	0
50	info on dog heat ?	2	Q03629	would you like to know the symptoms of a dog in heat	0
50	info on dog heat ?	2	Q03726	would you like to know why dogs heat up	0
50	info on dog heat ?	2	Q00741	are you looking for any specific heatrelated illness in dogs	0
50	info on dog heat ?	2	Q01041	are you looking for symptoms of dog heat	0
50	info on dog heat ?	2	Q01627	do you need directions to your local vet	0
50	info on dog heat ?	2	Q01752	do you think your dog is in heat	0
50	info on dog heat ?	2	Q02042	do you want to know how long a female dogs heat lasts	0
50	info on dog heat ?	2	Q02640	is your dog acting strangely like they are in heat	0
50	info on dog heat ?	2	Q02955	what would you like to know about the dog heat season	0
50	info on dog heat ?	2	Q03478	would you like to know how to care for your dog during heat	0
50	info on dog heat ?	2	Q00001	<None>	1
52	tell me about avp	4	Q00761	are you looking for avp beach volleyball	0
52	tell me about avp	4	Q03417	would you like to know about the alien versus predator movie	0
52	tell me about avp	4	Q03648	would you like to know what avp stands for	0
52	tell me about avp	4	Q03934	would you rather read some reviews about avp antivirus	0
52	tell me about avp	4	Q01093	are you looking for the stock symbol avp	0
52	tell me about avp	4	Q01785	do you want a spell check for avp	0
52	tell me about avp	4	Q01789	do you want an acronym meanining for avp	0
52	tell me about avp	4	Q01964	do you want to know about a management position	0
52	tell me about avp	4	Q02044	do you want to know how male vs female avps in a company	0
52	tell me about avp	4	Q00697	are you looking for a specific web site	0
52	tell me about avp	4	Q00746	are you looking for any specific information in relation to beach volleyball	0
52	tell me about avp	4	Q01221	are you referring to alien vs predator	0
52	tell me about avp	4	Q01213	are you referring to a software	1
52	tell me about avp	4	Q01217	are you referring to a specific company	0
52	tell me about avp	4	Q03222	would you like information about the alternatives to violence project	0
52	tell me about avp	4	Q03223	would you like information about the association of volleyball professionals	0
52	tell me about avp	4	Q03260	would you like stock information for avon products incorporated	0
52	tell me about avp	4	Q00001	<None>	0
53	discovery channel store	3	Q00607	are you looking for a deadliest catch product	0
53	discovery channel store	3	Q02598	is there a specific product you are looking for from the store	0
53	discovery channel store	3	Q02619	is there any specific type of product on your mind	0
53	discovery channel store	3	Q02658	shall i open discovery channel store homepage	0
53	discovery channel store	3	Q00649	are you looking for a mythbusters product	0
53	discovery channel store	3	Q00596	are you looking for a certain store location	0
53	discovery channel store	3	Q00933	are you looking for locations	0
53	discovery channel store	3	Q01182	are you needing store information	0
53	discovery channel store	3	Q01587	do you need a phone number	0
53	discovery channel store	3	Q01739	do you need to see what is sold there	0
53	discovery channel store	3	Q02447	do you want to see the store catalogue	0
53	discovery channel store	3	Q02476	do you wish to order online directly	1
53	discovery channel store	3	Q00001	<None>	0
54	i am looking for information on the president of the united states	2	Q00229	are you interested in history of presidents	1
54	i am looking for information on the president of the united states	2	Q02970	what year do you want to know the president for	0
54	i am looking for information on the president of the united states	2	Q03062	which president are you looking for	0
54	i am looking for information on the president of the united states	2	Q01070	are you looking for the first president ever	0
54	i am looking for information on the president of the united states	2	Q00276	are you interested in learning about a presidents power	0
54	i am looking for information on the president of the united states	2	Q00633	are you looking for a list of all us presidents	0
54	i am looking for information on the president of the united states	2	Q01063	are you looking for the current president of the united states	0
54	i am looking for information on the president of the united states	2	Q01832	do you want information on the current us president	0
54	i am looking for information on the president of the united states	2	Q02004	do you want to know about the office of the president of the us	0
54	i am looking for information on the president of the united states	2	Q02034	do you want to know how a us president is elected	0
54	i am looking for information on the president of the united states	2	Q02255	do you want to know the term length of a us president	0
54	i am looking for information on the president of the united states	2	Q02375	do you want to learn about our president	0
54	i am looking for information on the president of the united states	2	Q00001	<None>	0
55	tell me about iron	4	Q00260	are you interested in knowing how iron is made	0
55	tell me about iron	4	Q03128	woud you like a list of items made from iron	0
55	tell me about iron	4	Q03316	would you like to buy supplements	0
55	tell me about iron	4	Q03334	would you like to figure out iron alloys used to make stainless steel	0
55	tell me about iron	4	Q03390	would you like to know about iron deficiencies	0
55	tell me about iron	4	Q03454	would you like to know how iron is mined	0
55	tell me about iron	4	Q03511	would you like to know information about iron fe	0
55	tell me about iron	4	Q03513	would you like to know irons atomic number or mass	0
55	tell me about iron	4	Q00637	are you looking for a list of foods that are a good source of iron	0
55	tell me about iron	4	Q00915	are you looking for iron metal products	0
55	tell me about iron	4	Q00916	are you looking for irons melting point	0
55	tell me about iron	4	Q01143	are you looking to buy an iron for your clothes	0
55	tell me about iron	4	Q01356	are you trying to determine whats a safe amount of iron in your blood	0
55	tell me about iron	4	Q01550	do you know about why its important to have iron in your diet	1
55	tell me about iron	4	Q02081	do you want to know how to craft tools made of iron	0
55	tell me about iron	4	Q02213	do you want to know the iron composition of steel	0
55	tell me about iron	4	Q00001	<None>	0
56	tell me about uss yorktown charleston sc	1	Q00864	are you looking for homes or demographic information	0
56	tell me about uss yorktown charleston sc	1	Q02905	what type of activity are you looking for	0
56	tell me about uss yorktown charleston sc	1	Q03027	which holiday season are you interested in	0
56	tell me about uss yorktown charleston sc	1	Q03274	would you like the history of the uss yorktown or information on visiting it	0
56	tell me about uss yorktown charleston sc	1	Q03880	would you like to see reviews of the uss yorktown tour	0
56	tell me about uss yorktown charleston sc	1	Q01614	do you need directions from your location to the uss yorktown	0
56	tell me about uss yorktown charleston sc	1	Q01647	do you need information for group or individual ticket prices for tours of the uss yorktown	1
56	tell me about uss yorktown charleston sc	1	Q02331	do you want to know where the uss yorktown is currently located	0
56	tell me about uss yorktown charleston sc	1	Q02773	what events are you interested in on the uss yorktown	0
56	tell me about uss yorktown charleston sc	1	Q02784	what historic period would you like information pertaining to	0
56	tell me about uss yorktown charleston sc	1	Q02816	what kind of aircrafts would you like to know about	0
56	tell me about uss yorktown charleston sc	1	Q02893	what things to do and see are you interested in	0
56	tell me about uss yorktown charleston sc	1	Q02904	what type of accomodations are you looking for	0
56	tell me about uss yorktown charleston sc	1	Q00001	<None>	0
57	tell me about ct jobs	2	Q00020	are there specific jobs you are looking for	0
57	tell me about ct jobs	2	Q02620	is there any specific web page on your mind	1
57	tell me about ct jobs	2	Q02835	what kind of trade are you looking for	0
57	tell me about ct jobs	2	Q02869	what salary range are you looking for	0
57	tell me about ct jobs	2	Q03053	which part of connecticut are you interested in	0
57	tell me about ct jobs	2	Q00419	are you interested in the common jobs in connecticut	0
57	tell me about ct jobs	2	Q00791	are you looking for ct jobs in your area	0
57	tell me about ct jobs	2	Q00735	are you looking for any legal information	0
57	tell me about ct jobs	2	Q00919	are you looking for jobs in the state of conneticut	0
57	tell me about ct jobs	2	Q00931	are you looking for listings with a particular skill set	0
57	tell me about ct jobs	2	Q02150	do you want to know more about jobs in connecticut	0
57	tell me about ct jobs	2	Q02176	do you want to know the average salary in this state	0
57	tell me about ct jobs	2	Q02354	do you want to know who is hiring here	0
57	tell me about ct jobs	2	Q00001	<None>	0
58	find information about penguins .	3	Q00344	are you interested in penguin vape	0
58	find information about penguins .	3	Q01954	do you want to hear pittsburgh penguin news	0
58	find information about penguins .	3	Q01953	do you want to hear about the pittsburgh penguins	0
58	find information about penguins .	3	Q02463	do you want to watch funny penguin videos	0
58	find information about penguins .	3	Q02827	what kind of penguin are you looking for	0
58	find information about penguins .	3	Q03305	would you like to buy a book about this topic	0
58	find information about penguins .	3	Q03314	would you like to buy some stuff related pittsburgh penguins	0
58	find information about penguins .	3	Q03618	would you like to know the penguins schedule	1
58	find information about penguins .	3	Q03865	would you like to see penguins of madagascar	0
58	find information about penguins .	3	Q00121	are you interested in a specific type of penguin	0
58	find information about penguins .	3	Q00406	are you interested in the animal or the hockey team	0
58	find information about penguins .	3	Q00479	are you interested in the penguins of madagascar	0
58	find information about penguins .	3	Q00553	are you interested in where penguins live	0
58	find information about penguins .	3	Q00696	are you looking for a specific web page	0
58	find information about penguins .	3	Q00743	are you looking for any specific information about the birds	0
58	find information about penguins .	3	Q01016	are you looking for some photos	0
58	find information about penguins .	3	Q01270	are you referring to the move	0
58	find information about penguins .	3	Q00001	<None>	0
59	how to build a fence ?	1	Q00423	are you interested in the costs of building a fence	0
59	how to build a fence ?	1	Q03121	will this be a tall fence or short fence	0
59	how to build a fence ?	1	Q03123	will this be used as a animal pen	0
59	how to build a fence ?	1	Q00587	are you keeping people out or animals in	0
59	how to build a fence ?	1	Q00784	are you looking for companies to build a fence for you	0
59	how to build a fence ?	1	Q00832	are you looking for fencebuilding materials	0
59	how to build a fence ?	1	Q00914	are you looking for instructions to build a fence	0
59	how to build a fence ?	1	Q00974	are you looking for places to buy fencebuilding materials	1
59	how to build a fence ?	1	Q01347	are you trying to build a specific kind of fence	0
59	how to build a fence ?	1	Q01395	are you using this around the yard	0
59	how to build a fence ?	1	Q02594	is there a specific material it needs to be made from wood cement tin	0
59	how to build a fence ?	1	Q00001	<None>	0
6	tell me more on kansas city railroad	2	Q00101	are you interested in a school district	1
6	tell me more on kansas city railroad	2	Q01982	do you want to know about kennycaffey syndorme	0
6	tell me more on kansas city railroad	2	Q01987	do you want to know about railroads	0
6	tell me more on kansas city railroad	2	Q02770	what entity are you referring to with this acrocym	0
6	tell me more on kansas city railroad	2	Q03853	would you like to see info about the kansas city southern railway	0
6	tell me more on kansas city railroad	2	Q00295	are you interested in learning more about knowledgecentered service	0
6	tell me more on kansas city railroad	2	Q00923	are you looking for korean community services	0
6	tell me more on kansas city railroad	2	Q00672	are you looking for a specific energy related company	0
6	tell me more on kansas city railroad	2	Q00842	are you looking for furniture	0
6	tell me more on kansas city railroad	2	Q01076	are you looking for the kcs academy	0
6	tell me more on kansas city railroad	2	Q01233	are you referring to knowledge centered support	0
6	tell me more on kansas city railroad	2	Q01366	are you trying to find out about the kcs mental health clinic	0
6	tell me more on kansas city railroad	2	Q01383	are you trying to look for kucoin shares cryptocurrency	0
6	tell me more on kansas city railroad	2	Q00001	<None>	0
60	tell me about bellevue .	4	Q00591	are you looking bellevue square mall	0
60	tell me about bellevue .	4	Q01225	are you referring to bellevue washington	0
60	tell me about bellevue .	4	Q01639	do you need information about bellevue nebraska	0
60	tell me about bellevue .	4	Q02003	do you want to know about the nearest town named bellevue	0
60	tell me about bellevue .	4	Q02147	do you want to know more about companies headquartered in bellevue washington	0
60	tell me about bellevue .	4	Q02159	do you want to know more about the bellevue washington local government	0
60	tell me about bellevue .	4	Q03864	would you like to see notable residents of bellevue washington	0
60	tell me about bellevue .	4	Q00765	are you looking for bellevue baptist church	0
60	tell me about bellevue .	4	Q00628	are you looking for a hospital in new york ny	0
60	tell me about bellevue .	4	Q00806	are you looking for directions to bellevue	0
60	tell me about bellevue .	4	Q01056	are you looking for the college	1
60	tell me about bellevue .	4	Q01097	are you looking for the university the bellevue	0
60	tell me about bellevue .	4	Q01101	are you looking for things to do in bellevue	0
60	tell me about bellevue .	4	Q01223	are you referring to bellevue iowa	0
60	tell me about bellevue .	4	Q01224	are you referring to bellevue nebraska	0
60	tell me about bellevue .	4	Q00001	<None>	0
61	i am looking for information on worm	4	Q00261	are you interested in knowing more about a computer worm	0
61	i am looking for information on worm	4	Q02027	do you want to know facts about the creature worm	0
61	i am looking for information on worm	4	Q02046	do you want to know how many different types of worms there are	0
61	i am looking for information on worm	4	Q02340	do you want to know where worms come from	0
61	i am looking for information on worm	4	Q02393	do you want to learn where to purchase fishing bait	0
61	i am looking for information on worm	4	Q03642	would you like to know what a conficker is	0
61	i am looking for information on worm	4	Q00346	are you interested in pictures of worms	0
61	i am looking for information on worm	4	Q00420	are you interested in the computer game worms	0
61	i am looking for information on worm	4	Q00873	are you looking for information about computer viruses	0
61	i am looking for information on worm	4	Q00904	are you looking for information on the life cycle of worms	0
61	i am looking for information on worm	4	Q01372	are you trying to find out what worms eat	0
61	i am looking for information on worm	4	Q01940	do you want to find out about the animal worm or a why a person is called a worm	0
61	i am looking for information on worm	4	Q02013	do you want to know about worm castings	1
61	i am looking for information on worm	4	Q02014	do you want to know about worms in dogs	0
61	i am looking for information on worm	4	Q00001	<None>	0
63	find information about flushing .	4	Q00535	are you interested in ways to fix problems flushing the toilet	0
63	find information about flushing .	4	Q03012	which battle would you like to learn about how the technique of flushing was used	0
63	find information about flushing .	4	Q03201	would you like directions to flushing new york	1
63	find information about flushing .	4	Q03369	would you like to know about blushing	0
63	find information about flushing .	4	Q03427	would you like to know about the plumbing mechanisms of flushing	0
63	find information about flushing .	4	Q03840	would you like to see diagrams of how a toilet flushes	0
63	find information about flushing .	4	Q00616	are you looking for a directions to the new york hall of science in flushing meadows corona park	0
63	find information about flushing .	4	Q00688	are you looking for a specific product in flushing queens	0
63	find information about flushing .	4	Q01230	are you referring to flushing new york	0
63	find information about flushing .	4	Q01467	arey you conerned about someones face becoming red	0
63	find information about flushing .	4	Q02370	do you want to know why your face is flushing	0
63	find information about flushing .	4	Q02727	what aspect of the flushing remostrance would you like to learn more about	0
63	find information about flushing .	4	Q02776	what flushing are you interested in toilet or facial	0
63	find information about flushing .	4	Q02815	what items are you interested in flushing down the toilet	0
63	find information about flushing .	4	Q00001	<None>	0
65	tell me about korean language .	3	Q00273	are you interested in korean language classes	0
65	tell me about korean language .	3	Q02479	do you wish to take a korean language test	0
65	tell me about korean language .	3	Q00613	are you looking for a dictionary	0
65	tell me about korean language .	3	Q00875	are you looking for information about hangul	1
65	tell me about korean language .	3	Q00274	are you interested in korean language degrees	0
65	tell me about korean language .	3	Q00448	are you interested in the history of the korean language	0
65	tell me about korean language .	3	Q00924	are you looking for korean language symbols	0
65	tell me about korean language .	3	Q00772	are you looking for books on the korean language	0
65	tell me about korean language .	3	Q00952	are you looking for nearby classes	0
65	tell me about korean language .	3	Q01380	are you trying to learn the korean language	0
65	tell me about korean language .	3	Q01461	are you wondering who speaks the korean language	0
65	tell me about korean language .	3	Q01666	do you need korean language classes	0
65	tell me about korean language .	3	Q00001	<None>	0
66	i need information on income tax return online	1	Q00697	are you looking for a specific web site	0
66	i need information on income tax return online	1	Q02511	how did you file your previous year taxes	0
66	i need information on income tax return online	1	Q03229	would you like information on filing income taxes	0
66	i need information on income tax return online	1	Q03335	would you like to file your income tax return online	0
66	i need information on income tax return online	1	Q03529	would you like to know more about hr block	0
66	i need information on income tax return online	1	Q01406	are you wanting to find income tax forms online	0
66	i need information on income tax return online	1	Q01703	do you need to apply for a federal tax return online	0
66	i need information on income tax return online	1	Q00874	are you looking for information about efiling federal income tax return	1
66	i need information on income tax return online	1	Q01486	did you need clarification on your tax return	0
66	i need information on income tax return online	1	Q01736	do you need to register to file your tax return online	0
66	i need information on income tax return online	1	Q01850	do you want names of companies that file income taxes online	0
66	i need information on income tax return online	1	Q01928	do you want to file your income tax online	0
66	i need information on income tax return online	1	Q01929	do you want to file your income tax return through the internal revenue online	0
66	i need information on income tax return online	1	Q02247	do you want to know the status of your return	0
66	i need information on income tax return online	1	Q02503	have you used jackson hewitt before	0
66	i need information on income tax return online	1	Q00001	<None>	0
67	i am looking for information on vldl levels	2	Q00002	a total cholesterol of 180 to 200 mgdl 10 to 11 mmoll or less is considered best levels between 70 and 189 mgdl 39 and 105 mmoll are most often considered too high	1
67	i am looking for information on vldl levels	2	Q03219	would you like information about cholesterol reports	0
67	i am looking for information on vldl levels	2	Q03232	would you like information on how to mitigate vldl levels	0
67	i am looking for information on vldl levels	2	Q03483	would you like to know how to get your vldl levels tested	0
67	i am looking for information on vldl levels	2	Q03534	would you like to know more about ldl	0
67	i am looking for information on vldl levels	2	Q03837	would you like to see charts about vldl levels	0
67	i am looking for information on vldl levels	2	Q03915	would you like to take a survey on your cholesterol	0
67	i am looking for information on vldl levels	2	Q00249	are you interested in information about the difference between vldl and hdl levels	0
67	i am looking for information on vldl levels	2	Q00536	are you interested in ways to reduce vldl levels	0
67	i am looking for information on vldl levels	2	Q02380	do you want to learn how to calculate your vldl levels	0
67	i am looking for information on vldl levels	2	Q02676	vldl and ldl are both considered types of bad cholesterol	0
67	i am looking for information on vldl levels	2	Q02702	what age range would you like to see recommended vldl levels for	0
67	i am looking for information on vldl levels	2	Q02842	what levels of vldl levels are you looking for normal or abnormal	0
67	i am looking for information on vldl levels	2	Q02959	what would you like to know about vldl levels	0
67	i am looking for information on vldl levels	2	Q03185	would you like a recommendation on nearby doctors who check cholesteral levels	0
67	i am looking for information on vldl levels	2	Q00001	<None>	0
68	find me information about pvc	4	Q00076	are you interested in a certain fitting for a pvc pipe	0
68	find me information about pvc	4	Q02648	may i provide you medical definition of premature ventricular contractions	0
68	find me information about pvc	4	Q02726	what aspect of pvc are you interested in the manufacturing or the applications	0
68	find me information about pvc	4	Q02866	what project do you want to use the pvc for	1
68	find me information about pvc	4	Q02911	what type of craft are you using the pvc for	0
68	find me information about pvc	4	Q03405	would you like to know about premature ventricular contractions medical treatments	0
68	find me information about pvc	4	Q03666	would you like to know what pvc is made of	0
68	find me information about pvc	4	Q03762	would you like to learn more about pvc pipes and fittings	0
68	find me information about pvc	4	Q00078	are you interested in a certain length of pvc pipe	0
68	find me information about pvc	4	Q00238	are you interested in how pvc is made	0
68	find me information about pvc	4	Q00360	are you interested in pvc pipe	0
68	find me information about pvc	4	Q00522	are you interested in types of pvc pipe	0
68	find me information about pvc	4	Q00941	are you looking for methods on how to repair leaks in pvc pipe	0
68	find me information about pvc	4	Q01147	are you looking to buy pvc pipe	0
68	find me information about pvc	4	Q02093	do you want to know how to make ballet bars out of pvc	0
68	find me information about pvc	4	Q02633	is this in reference to plumbing or some other sort of plastic product	0
68	find me information about pvc	4	Q00001	<None>	0
69	find sewing instructions for me	3	Q00579	are you interested to teach sewing to children	0
69	find sewing instructions for me	3	Q03639	would you like to know to to mend a shirt	0
69	find sewing instructions for me	3	Q03755	would you like to learn basics for sewing	0
69	find sewing instructions for me	3	Q03932	would you like written instructions or a video	0
69	find sewing instructions for me	3	Q01006	are you looking for sewing patterns	0
69	find sewing instructions for me	3	Q01477	can you read sewing patterns	0
69	find sewing instructions for me	3	Q02515	how experienced are you at sewing	0
69	find sewing instructions for me	3	Q02675	using needle and thread or a sewing machine	0
69	find sewing instructions for me	3	Q03151	would you like a book about sewing	0
69	find sewing instructions for me	3	Q03237	would you like instructions on how to use a sewing machine	0
69	find sewing instructions for me	3	Q03491	would you like to know how to sew a dress	0
69	find sewing instructions for me	3	Q03492	would you like to know how to sew on a button	1
69	find sewing instructions for me	3	Q03569	would you like to know some basic tips for sewing	0
69	find sewing instructions for me	3	Q00001	<None>	0
70	to be or not to be that is the question	4	Q00391	are you interested in shakespeares plays	1
70	to be or not to be that is the question	4	Q02071	do you want to know how others have used that quote	0
70	to be or not to be that is the question	4	Q02221	do you want to know the meaning of the quote	0
70	to be or not to be that is the question	4	Q02330	do you want to know where the quote came from	0
70	to be or not to be that is the question	4	Q03140	would some analysis of hamlet be interesting to you	0
70	to be or not to be that is the question	4	Q00483	are you interested in the quote from hamlet	0
70	to be or not to be that is the question	4	Q00484	are you interested in the quote from shakespeare or the quote used in another context	0
70	to be or not to be that is the question	4	Q01247	are you referring to shakespear	0
70	to be or not to be that is the question	4	Q01202	are you referring to a certain philosohper	0
70	to be or not to be that is the question	4	Q01212	are you referring to a philosophy book	0
70	to be or not to be that is the question	4	Q01280	are you referring to the philosopher aristotole	0
70	to be or not to be that is the question	4	Q01334	are you talking about a psychology book	0
70	to be or not to be that is the question	4	Q01335	are you talking about a psychology course	0
70	to be or not to be that is the question	4	Q00001	<None>	0
72	find information about the sun .	4	Q00337	are you interested in objects orbiting the sun	1
72	find information about the sun .	4	Q02039	do you want to know how far the sun is away from different planets	0
72	find information about the sun .	4	Q00666	are you looking for a special news	0
72	find information about the sun .	4	Q01087	are you looking for the news paper the sun	0
72	find information about the sun .	4	Q00499	are you interested in the suns life cycle	0
72	find information about the sun .	4	Q00500	are you interested in the suns size	0
72	find information about the sun .	4	Q00501	are you interested in the suns temperature	0
72	find information about the sun .	4	Q00627	are you looking for a history of solar eclipses	0
72	find information about the sun .	4	Q00865	are you looking for how hot the sun is	0
72	find information about the sun .	4	Q00866	are you looking for how long it takes light from the sun to get to the earth	0
72	find information about the sun .	4	Q00877	are you looking for information about how big the sun is	0
72	find information about the sun .	4	Q02028	do you want to know facts about the sun	0
72	find information about the sun .	4	Q00001	<None>	0
73	tell me about neil young .	3	Q00332	are you interested in neil youngs history	0
73	tell me about neil young .	3	Q02557	i can show you his songs lyrics would that be okay	0
73	tell me about neil young .	3	Q03054	which part of neil youngs life are you interested in	1
73	tell me about neil young .	3	Q00955	are you looking for neil young tour dates	0
73	tell me about neil young .	3	Q01011	are you looking for similar artists to neil young	0
73	tell me about neil young .	3	Q01032	are you looking for specific neil young songs	0
73	tell me about neil young .	3	Q01810	do you want his biography	0
73	tell me about neil young .	3	Q01825	do you want information on his death	0
73	tell me about neil young .	3	Q01931	do you want to find a certain song	0
73	tell me about neil young .	3	Q01944	do you want to find related artists	0
73	tell me about neil young .	3	Q02394	do you want to listen to his music	0
73	tell me about neil young .	3	Q00001	<None>	0
75	find information about tornadoes	2	Q00018	are there any specific media type on your mind shall i play a video of tornadoes	0
75	find information about tornadoes	2	Q01729	do you need to know what to do in case there is a tornado	0
75	find information about tornadoes	2	Q03212	would you like historic information	1
75	find information about tornadoes	2	Q00244	are you interested in how tornadoes are formed	0
75	find information about tornadoes	2	Q00516	are you interested in tornado disasters	0
75	find information about tornadoes	2	Q00517	are you interested in tornado safety	0
75	find information about tornadoes	2	Q00909	are you looking for information on weather	0
75	find information about tornadoes	2	Q01009	are you looking for signs to expect	0
75	find information about tornadoes	2	Q01436	are you wondering how to spot a tornado	0
75	find information about tornadoes	2	Q01459	are you wondering where tornadoes are more likely	0
75	find information about tornadoes	2	Q01724	do you need to know the difference between a watch and a warning	0
75	find information about tornadoes	2	Q00001	<None>	0
77	information about bobcat	4	Q00065	are you in interested in the animal or the manufacturing company	0
77	information about bobcat	4	Q02941	what would you like to know about bobcats	0
77	information about bobcat	4	Q03564	would you like to know of any bobcats for sale	0
77	information about bobcat	4	Q03571	would you like to know specific products from the company bobcat	0
77	information about bobcat	4	Q03589	would you like to know the countries in which bobcats are found	0
77	information about bobcat	4	Q03599	would you like to know the habitat of the bobcat	0
77	information about bobcat	4	Q03613	would you like to know the location of the headquarters of the company bobcat	1
77	information about bobcat	4	Q03751	would you like to learn about tractors	0
77	information about bobcat	4	Q00131	are you interested in american bobcats	0
77	information about bobcat	4	Q00179	are you interested in cultivated or wild bobcats	0
77	information about bobcat	4	Q00265	are you interested in knowing where bobcats are located geographically	0
77	information about bobcat	4	Q00432	are you interested in the evolution of bobcats	0
77	information about bobcat	4	Q00585	are you intereted in the diet of bobcats	0
77	information about bobcat	4	Q00693	are you looking for a specific tractor model	0
77	information about bobcat	4	Q00697	are you looking for a specific web site	0
77	information about bobcat	4	Q02738	what breed of bobcat are you looking for more information about	0
77	information about bobcat	4	Q00001	<None>	0
80	i am looking for keyboard reviews	3	Q00183	are you interested in digital pianos	0
80	i am looking for keyboard reviews	3	Q01549	do you just want to rated keyboards	0
80	i am looking for keyboard reviews	3	Q01971	do you want to know about built in keyboards	1
80	i am looking for keyboard reviews	3	Q01984	do you want to know about piano keys	0
80	i am looking for keyboard reviews	3	Q02737	what brand of keyboards are you looking for	0
80	i am looking for keyboard reviews	3	Q03235	would you like information on this years keyboards	0
80	i am looking for keyboard reviews	3	Q00193	are you interested in electronic keyboard reviews	0
80	i am looking for keyboard reviews	3	Q00648	are you looking for a musical keyboard or a computer keyboard	0
80	i am looking for keyboard reviews	3	Q00975	are you looking for places to buy keyboards	0
80	i am looking for keyboard reviews	3	Q01184	are you needing wireless or wired keyboard reviews	0
80	i am looking for keyboard reviews	3	Q02924	what type of keyboard reviews are you looking for	0
80	i am looking for keyboard reviews	3	Q03567	would you like to know reviews for the best electronic keyboard	0
